username,comments_clean,text_preprocessed,polarity_score,polarity
rahmad17la_bintolla,program nyusahin kami yg di daerahsejak digital di aktifkanbnyk stasion  tv yg tk bs kmi trimablm lgi singnal hilang datangmending analogwalau tdk jernih tp kmi msih bs menyaksikan sairan² dan berita,"['program', 'nyusahin', 'yg', 'daerahsejak', 'digital', 'aktifkanbnyk', 'stasion', 'tv', 'yg', 'tk', 'bs', 'kmi', 'trimablm', 'lgi', 'singnal', 'hilang', 'datangmending', 'analogwalau', 'tdk', 'jernih', 'tp', 'kmi', 'msih', 'bs', 'saksi', 'sair', 'berita']",0,neutral
avg37akrxgwsnfs,belum semua dapet stb dah dapet data dari mana bisa gak sih kebijakan kalian gak nyusahin rakyat kecil kalo betul berarti emang biadab semua kalian ya,"['dapet', 'stb', 'dah', 'dapet', 'data', 'gak', 'sih', 'bijak', 'gak', 'nyusahin', 'rakyat', 'kalo', 'emang', 'biadab', 'ya']",-5,negative
amin21muhammad,jadi teringat bjordin apa kabar ini beritanya,"['bjordin', 'kabar', 'berita']",-5,negative
cristioneelmessialdo,owh ok,"['owh', 'ok']",4,positive
invtshm,semoga semua kota bisa minimal  channel,"['moga', 'kota', 'minimal', 'channel']",-3,negative
ibnu_hafidz04,kategori masyarakat miskin itu yg seperti apa ya bu kenapa di tempat saya blm dapat stb gratis,"['kategori', 'masyarakat', 'miskin', 'yg', 'ya', 'bu', 'blm', 'stb', 'gratis']",-1,negative
arif_cemonk1993,saluran digital bnyk yg ga terjangkau benahi dlu lol,"['salur', 'digital', 'bnyk', 'yg', 'ga', 'jangkau', 'benah', 'dlu', 'lol']",0,neutral
rahmanalvinaulia,aowokwokwokwok gimana sih maksudnya keamanan siber indonesia disponsori perancis,"['aowokwokwokwok', 'gimana', 'sih', 'maksud', 'aman', 'siber', 'indonesia', 'sponsor', 'perancis']",4,positive
hi_samsul01,untung banten nggak nuhun pak,"['untung', 'banten', 'nggak', 'nuhun']",0,neutral
reziisann,gipaway stb ga pak,"['gipaway', 'stb', 'ga']",0,neutral
muhfiqipa800,pak kominfo edmodo diblokir ya   soalnya banyak nih data laporan kampus saya disitu,"['kominfo', 'edmodo', 'blokir', 'ya', 'nih', 'data', 'lapor', 'kampus', 'situ']",-4,negative
metalika90,bantuan distribusi stb ditempat saya belum ada,"['bantu', 'distribusi', 'stb', 'tempat']",-1,negative
wahyuimansyah99,halo emak gue yg d batam masih pakai tv tabung gimana nih solusinya wkwk  gini amat hidup di negri konoha,"['halo', 'emak', 'gue', 'yg', 'd', 'batam', 'pakai', 'tv', 'tabung', 'gimana', 'nih', 'solusi', 'wkwk', 'gin', 'hidup', 'negri', 'konoha']",5,positive
iday.yadisuryadi,tv digital dimatikanbantuan set up boxnya untuk masyarakat ada toh,"['tv', 'digital', 'dimatikanbantuan', 'set', 'up', 'boxnya', 'masyarakat']",0,neutral
sejathie991,pegangsaan dua jkrt utara blm ada pembgian stb grtis pdhl krjn sy buruh tv msh tabung mkn sehari aj pas pasn ga dpt bantuan ap apa ini tv analog mati  bensin naik blt ga dpt stb ga dptpayah korupsi pa ych,"['gangsa', 'jkrt', 'utara', 'blm', 'pembgian', 'stb', 'grtis', 'pdhl', 'krjn', 'sy', 'buruh', 'tv', 'msh', 'tabung', 'mkn', 'hari', 'aj', 'pas', 'pasn', 'ga', 'dpt', 'bantu', 'ap', 'tv', 'analog', 'mati', 'bensin', 'blt', 'ga', 'dpt', 'stb', 'ga', 'dptpayah', 'korupsi', 'pa', 'ych']",-5,negative
arya_amin_putra99v2.2,program tv jaman skrg amburadul kecuali berita dari dulu tetap konsisten berita hangat skrg hacker bjorka mengolokolok suatu lembaga kurang berguna bermerk kominfo dikarena pimpinan lulusan sarjana ekonomi dgn seenaknya menerapkan metode perdagangan alhasil bocorrr berita sebelumnya dikarenakan gabut seonggok oknum memblokir situs resmi tetapi membiarkan slot judi online token bokep tetap beroperasi karena dikira hanya permainan,"['program', 'tv', 'jaman', 'skrg', 'amburadul', 'kecuali', 'berita', 'konsisten', 'berita', 'hangat', 'skrg', 'hacker', 'bjorka', 'mengolokolok', 'lembaga', 'guna', 'bermerk', 'kominfo', 'karena', 'pimpin', 'lulus', 'sarjana', 'ekonomi', 'dgn', 'terap', 'metode', 'dagang', 'alhasil', 'bocorrr', 'berita', 'gabut', 'onggok', 'oknum', 'blokir', 'situs', 'resmi', 'biar', 'slot', 'judi', 'online', 'token', 'bokep', 'operasi', 'main']",-33,negative
ipirraya,pas request program tv tournamen judi online dan higgs domino islands  sponsor nya kominfo bumn pertamina saya yakin pak jadi program yang sukses trending pak  corp,"['pas', 'request', 'program', 'tv', 'tournamen', 'judi', 'online', 'higgs', 'domino', 'islands', 'sponsor', 'nya', 'kominfo', 'bumn', 'pertamina', 'program', 'sukses', 'trending', 'corp']",8,positive
ipirraya,ayo pak kominfo jagan malumlu buat program tv judi online dan slot judi online higgs domino islands,"['ayo', 'kominfo', 'jagan', 'malumlu', 'program', 'tv', 'judi', 'online', 'slot', 'judi', 'online', 'higgs', 'domino', 'islands']",4,positive
manjur4750,terserah kalian saya tdk butuh info itu yang saya butuhkan adalah jawaban  kenapa kalian kominfo legalkan judi online  terutama higgs domino kalau tidak bisa jawab kalian mengundurkan diri saja dr kominfo drpd saya rugi bayar pajak buat gaji kalian,"['serah', 'tdk', 'butuh', 'info', 'butuh', 'kominfo', 'legal', 'judi', 'online', 'higgs', 'domino', 'undur', 'dr', 'kominfo', 'drpd', 'rugi', 'bayar', 'pajak', 'gaji']",-24,negative
manjur4750,tua bangkai kok dijadikan menteri jokowiiiiiii jokowi,"['tua', 'bangkai', 'jadi', 'menteri', 'jokowiiiiiii', 'jokowi']",-9,negative
addi_minaldi,lu kagak kasian sama nyokap gua,"['lu', 'kagak', 'kasi', 'nyokap', 'gua']",-6,negative
rigaaamuhammad_,,[],0,neutral
gedeaditya9,paypal kapan di buka blokir nya,"['paypal', 'buka', 'blokir', 'nya']",-3,negative
agussetiawan3565,saya juga  daerah jakarta barat  belum dapat  bantuan  stb,"['daerah', 'jakarta', 'barat', 'bantu', 'stb']",-1,negative
utami_s.budi,belum kebeli stb,"['kebel', 'stb']",0,neutral
yogicentra,ngak guna kominfo bubarin aja ,"['ngak', 'kominfo', 'bubarin', 'aja']",0,neutral
erzetfhl,apakabar yang dikampung sinyal nya juga blm stabil yg digital,"['apakabar', 'kampung', 'sinyal', 'nya', 'blm', 'stabil', 'yg', 'digital']",3,positive
saukat_ali_,youtube lebih dari tv,"['youtube', 'tv']",0,neutral
milatur_r,udah punya set box tv digital bener bersih tp chanelnya dikit yg nyantol terus macet lagi tolong dong dibenahin lg saluran tv digitalnya,"['udah', 'set', 'box', 'tv', 'digital', 'bener', 'bersih', 'tp', 'chanelnya', 'dikit', 'yg', 'nyantol', 'macet', 'tolong', 'dibenahin', 'lg', 'salur', 'tv', 'digital']",-4,negative
aangaming.1,kominfo mohon blokir aplikasi higgs domino island yg ada di playstore itu judi berkedok koin,"['kominfo', 'mohon', 'blokir', 'aplikasi', 'higgs', 'domino', 'island', 'yg', 'playstore', 'judi', 'kedok', 'koin']",-7,negative
aangaming.1,mohon hapus aplikasi higgs domino jangan duduk dikursi aja anak saya gara gara aplikasi higgs domino island bisa masuk penjara  jangan makan duit haram aja kerja kagak  kominfo hapus aplikasi higgs domino island yg ada di playstore gimana sih negara ini,"['mohon', 'hapus', 'aplikasi', 'higgs', 'domino', 'duduk', 'kursi', 'aja', 'anak', 'gara', 'gara', 'aplikasi', 'higgs', 'domino', 'island', 'masuk', 'penjara', 'makan', 'duit', 'haram', 'aja', 'kerja', 'kagak', 'kominfo', 'hapus', 'aplikasi', 'higgs', 'domino', 'island', 'yg', 'playstore', 'gimana', 'sih', 'negara']",-33,negative
yogariandika,perluas area jangkau sinyal digitalnya ,"['luas', 'area', 'jangkau', 'sinyal', 'digital']",3,positive
achmadfickyhadi,pantesan tv gw kresek kresek udah mau di tiadakan tv analog terus apa harus beli gitu saya mau nonton bola jadi ga ada ntar chanel nya,"['pantesan', 'tv', 'gw', 'kresek', 'kresek', 'udah', 'tiada', 'tv', 'analog', 'beli', 'gitu', 'nonton', 'bola', 'ga', 'ntar', 'chanel', 'nya']",-7,negative
ravka_shaquile,kita papau paling terkhirr spertinyaa,"['papau', 'terkhirr', 'spertinyaa']",0,neutral
eddie.riyanto,channelnya  yang  gak ada sinyal,"['channelnya', 'gak', 'sinyal']",0,neutral
dedeard.js,a,['a'],0,neutral
falbimuhimin7,blokir high domino,"['blokir', 'high', 'domino']",-3,negative
julianaldian9,ngapain sih langsung mau maju indonesiawoy liat dulu masyarakat miskin yang punya tv analog kan masih banyakmending januhari biar bisa cari duit buat beli stb atau tv baruini masyarakat indonesia bukan masyarakat yang negara maju,"['ngapain', 'sih', 'langsung', 'maju', 'indonesiawoy', 'liat', 'masyarakat', 'miskin', 'tv', 'analog', 'banyakmending', 'januhari', 'biar', 'cari', 'duit', 'beli', 'stb', 'tv', 'baruini', 'masyarakat', 'indonesia', 'masyarakat', 'negara', 'maju']",-5,negative
dera.oyy,ah sinyal nya aja suka patah kadang no sinyal antena udah tinggi dipasant,"['ah', 'sinyal', 'nya', 'aja', 'suka', 'patah', 'kadang', 'no', 'sinyal', 'antena', 'udah', 'dipasant']",1,positive
julianaldian9,mana stb grattiisss  tv saya analog di daerah tangsel,"['stb', 'grattiisss', 'tv', 'analog', 'daerah', 'tangsel']",3,positive
pura_pura_jadi_hacker,alah bacot,"['alah', 'bacot']",-5,negative
mantaneanggasanjaya,h,['h'],0,neutral
arifnugraha_id,pernyataan bodoh ketika bilang ke hacker klo bisa jangan nyerang terbodoh menurut saya,"['nyata', 'bodoh', 'bilang', 'hacker', 'klo', 'nyerang', 'bodoh']",2,positive
manjur4750,tai,['tai'],-5,negative
murata_1611,nge lawak mulu heran,"['nge', 'lawak', 'mulu', 'heran']",0,neutral
pantja.wardhana,hei kementrian yang gagalsudah berapa ribu bahkan ratusan ribu laporan dan keluhan tentang game higgs domino tapi developer tidak kalian tindakmereka memonopoli sistem sehingga lebih kejam dari judi online jika judi online bandar masih keluar uang saat player menang game bangsat ini mau player menang atau kalah mereka tetap profit karena semua player belinya juga dari store mereka dan mereka tidak menerima koin dari player polisi menangkap orang yang memperjualbelikan chip tapi developer bisa bisa bebas berjualan hitungan penjualan mereka dengan estimasi  lima juta pemain yang mendownload dari playstore dan tiap player membeli koin b   x   bahkan aku yakin itu lebih dengan nominal seperti itu apa mereka bukan perampokkok bisa kalian dan kepolisian hanya fokus pada player yang sebenarnya adalah korban sedang developer bisa terus berbisnis dengan memanfaatkan sistem yang mereka monopoliayolah bekerjalah jika kalian merasa paling benar dengan menyatakan ini hanya game bagaimana nasib masyarakat yang tiap hari menghabiskan  ratusan milyar untuk developer culas seperti mereka,"['hei', 'tri', 'gagalsudah', 'ribu', 'ratus', 'ribu', 'lapor', 'keluh', 'game', 'higgs', 'domino', 'developer', 'tindakmereka', 'monopoli', 'sistem', 'kejam', 'judi', 'online', 'judi', 'online', 'bandar', 'uang', 'player', 'menang', 'game', 'bangsat', 'player', 'menang', 'kalah', 'profit', 'player', 'beli', 'store', 'terima', 'koin', 'player', 'polisi', 'tangkap', 'orang', 'memperjualbelikan', 'chip', 'developer', 'bebas', 'jual', 'hitung', 'jual', 'estimasi', 'juta', 'main', 'mendownload', 'playstore', 'player', 'beli', 'koin', 'b', 'x', 'nominal', 'perampokkok', 'polisi', 'fokus', 'player', 'korban', 'developer', 'bisnis', 'manfaat', 'sistem', 'monopoliayolah', 'kerja', 'game', 'nasib', 'masyarakat', 'habis', 'ratus', 'milyar', 'developer', 'culas']",-10,negative
defina89,sebarkan stb lah,"['sebar', 'stb']",0,neutral
mfacktur,tolong di adakan ajang kompetisi            untuk tingkat nasional agar mencerdaskan anak anak bangsa ditanah air ini,"['tolong', 'adakan', 'ajang', 'kompetisi', 'tingkat', 'nasional', 'cerdas', 'anak', 'anak', 'bangsa', 'tanah', 'air']",-5,negative
riakurniawannn,saya sudah beli tv digital baruternyata siaran mnc group aja ga masuksctv atau indosiar keseringan buffering patah jd ga bisa dtontonapalagi kalau hujan itu semua siaran kusut kyk benang ampun dehseharusnya dbenahi dulu system nyabaru direalisasikan,"['beli', 'tv', 'digital', 'baruternyata', 'siar', 'mnc', 'group', 'aja', 'ga', 'masuksctv', 'indosiar', 'sering', 'buffering', 'patah', 'jd', 'ga', 'dtontonapalagi', 'hujan', 'siar', 'kusut', 'kyk', 'benang', 'ampun', 'dehseharusnya', 'dbenahi', 'system', 'nyabaru', 'realisasi']",-12,negative
1725an_,gimana nih kominfo di era digital ini masih bnyk penipuan via online kami masih khawatir apalagi kedepannya rata negara maju sdh memakai transaksi online kalo ada penipuan gimana dgn negara kita  mohon dipelajari untuk ditindaklanjuti kasian yg sdh ingin beralih ke transaksi digital,"['gimana', 'nih', 'kominfo', 'era', 'digital', 'bnyk', 'tipu', 'via', 'online', 'khawatir', 'depan', 'negara', 'maju', 'sdh', 'pakai', 'transaksi', 'online', 'kalo', 'tipu', 'gimana', 'dgn', 'negara', 'mohon', 'ajar', 'ditindaklanjuti', 'kasi', 'yg', 'sdh', 'alih', 'transaksi', 'digital']",-1,negative
wibykandxx,berak,['berak'],-4,negative
n0_disk,ngentod kominfo kontol,"['ngentod', 'kominfo', 'kontol']",-5,negative
kulex7373,pembagian stb gratis nya kapandi wilayah kabbekasi keccikarang timur kelsertajaya,"['bagi', 'stb', 'gratis', 'nya', 'kapandi', 'wilayah', 'kabbekasi', 'keccikarang', 'timur', 'kelsertajaya']",2,positive
abdoeltemon,mentri tergoblk,"['tri', 'tergoblk']",0,neutral
richistiv,apakah akan terlaksana soalnya biasanya undurundur,"['laksana', 'undurundur']",0,neutral
ellangkancaka,,[],0,neutral
arnottsregal,kominfo  ko nya kan komedi chuuuaakkss pantes saja isinya lawak mulu apa lagi mentrinya tuh badut utama di acara komedi ini hiya hiya hiya,"['kominfo', 'ko', 'nya', 'komedi', 'chuuuaakkss', 'pantes', 'isi', 'lawak', 'mulu', 'tri', 'tuh', 'badut', 'utama', 'acara', 'komedi', 'hiya', 'hiya', 'hiya']",0,neutral
randypradityo,admin mhon diperhatikan masukan dari banyak netizen ini terutama saya sejak menggunakan saluran tv digital gambarnya patah banyak gangguannya kalo belum siap jangan diterapkan kebijakan ini,"['admin', 'mhon', 'perhati', 'masuk', 'netizen', 'salur', 'tv', 'digital', 'gambar', 'patah', 'ganggu', 'kalo', 'terap', 'bijak']",-10,negative
gatotkoco_gallery,kenapa engga fokus buat blok judi slot online aja karena jelas itu lebih merusak daripada siaran tv,"['engga', 'fokus', 'blok', 'judi', 'slot', 'online', 'aja', 'rusak', 'siar', 'tv']",0,neutral
jokosubagio06,kominfo membagikan gratis  stb di jakarta ongkos pasangnya murah bangettolong tuh kominfo di perhatikan kasian banget yg pasang instalasi sama isi aplikasi dan wa rp ,"['kominfo', 'bagi', 'gratis', 'stb', 'jakarta', 'ongkos', 'pasang', 'murah', 'bangettolong', 'tuh', 'kominfo', 'perhati', 'kasi', 'banget', 'yg', 'pasang', 'instalasi', 'isi', 'aplikasi', 'wa', 'rp']",1,positive
togi_butar_butar,kalau siaran mau secara digital atau analog silahkan sajag semua yg mampu membeli tv digitalkrn tv yang lama kan masih bisa dipakai  sayang di buang kalau masih bisa di pakai,"['siar', 'digital', 'analog', 'silah', 'sajag', 'yg', 'beli', 'tv', 'digitalkrn', 'tv', 'pakai', 'sayang', 'buang', 'pakai']",-1,negative
novi.a3923,sblm dilakukan sprti ini cek dlu di lapangan apakan smua sdm nya sdh diap msuk ke era digital gimana dgn masyarakat yg msh tinggal di daerah pedalaman apakah mereka sdh siapyg dimana tdnya mgkin tv analog msh bsa menghibur mereka saat di offin tv analog jgnkan beli tv digital beli beras aja udh bersyukur bsa ke beli,"['sblm', 'sprti', 'cek', 'dlu', 'lapang', 'apa', 'smua', 'sdm', 'nya', 'sdh', 'diap', 'msuk', 'era', 'digital', 'gimana', 'dgn', 'masyarakat', 'yg', 'msh', 'tinggal', 'daerah', 'dalam', 'sdh', 'siapyg', 'mana', 'tdnya', 'mgkin', 'tv', 'analog', 'msh', 'bsa', 'hibur', 'offin', 'tv', 'analog', 'jgnkan', 'beli', 'tv', 'digital', 'beli', 'beras', 'aja', 'udh', 'syukur', 'bsa', 'beli']",-1,negative
ediologi21,auto nonton semut,"['auto', 'nonton', 'semut']",0,neutral
nanateddybear13,jangan dulu deh pak negara maju aja msh pake analog digital nya msh gak stabil mana byk gedung tinggi ngalingin signal  ketiup angin ilang,"['deh', 'negara', 'maju', 'aja', 'msh', 'pake', 'analog', 'digital', 'nya', 'msh', 'gak', 'stabil', 'byk', 'gedung', 'ngalingin', 'signal', 'tiup', 'angin', 'ilang']",-5,negative
shiroyashakun,percuma dari analog ganti ke digital kalo acara tv ga ada yg berbobot mah ribet lu pada,"['analog', 'ganti', 'digital', 'kalo', 'acara', 'tv', 'ga', 'yg', 'bobot', 'mah', 'ribet', 'lu']",-7,negative
moblile__legens,mohon maaf sebelumnya tolong di pikir ulang lagi terkait siaran analog ke siaran digital menurut saya lebih ribet harus beli antena lagi dan harus beli alat set topbox apakah anda tidak kasian sama rakyat kecil yang hanya mencari uang demi bertahan hidup  disaat situasi genting seperti ini serba mahal  mana sempet mikirin alat digital tolong ya karena rakyat tidak kaya semua masih banyak yang hidup cuma pas pasan tolong banget di diskusikan lagi,"['mohon', 'maaf', 'tolong', 'pikir', 'ulang', 'kait', 'siar', 'analog', 'siar', 'digital', 'ribet', 'beli', 'antena', 'beli', 'alat', 'set', 'topbox', 'kasi', 'rakyat', 'cari', 'uang', 'tahan', 'hidup', 'saat', 'situasi', 'genting', 'serba', 'mahal', 'sempet', 'mikirin', 'alat', 'digital', 'tolong', 'ya', 'rakyat', 'kaya', 'hidup', 'pas', 'pas', 'tolong', 'banget', 'diskusi']",-20,negative
moblile__legens,atau gini aja deh siaran analog jangan di hentikan yang udah punya tv digital mungkin menikmati siaran digital  saya pake tv tabung dan alhamdulillah semuanya jernih  tanpa harus memakai siaran digital udah hidup berat cari uang susah sedih banget,"['gin', 'aja', 'deh', 'siar', 'analog', 'henti', 'udah', 'tv', 'digital', 'nikmat', 'siar', 'digital', 'pake', 'tv', 'tabung', 'alhamdulillah', 'jernih', 'pakai', 'siar', 'digital', 'udah', 'hidup', 'berat', 'cari', 'uang', 'susah', 'sedih', 'banget']",-2,negative
ramdaniputrao,tolong hapuskan judi online pak,"['tolong', 'hapus', 'judi', 'online']",-5,negative
fedrianputra,tolong tambahkan chanel emtek di prabumulih  ,"['tolong', 'tambah', 'chanel', 'emtek', 'prabumulih']",1,positive
wildanakmal13,mau nonton tv aja di persulit,"['nonton', 'tv', 'aja', 'sulit']",0,neutral
lizaagsts,kalo analog dimatikan itu tv nya layar semut ala hitam sih masa aku nyalain tv tvtb gada gambar tp suara jernih pdhl biasanya kalo ada gambarnya krenyes” suaranya,"['kalo', 'analog', 'mati', 'tv', 'nya', 'layar', 'semut', 'ala', 'hitam', 'sih', 'nyalain', 'tv', 'tvtb', 'gada', 'gambar', 'tp', 'suara', 'jernih', 'pdhl', 'kalo', 'gambar', 'krenyes', '', 'suara']",-1,negative
whawan_iqbal,untuk wilaya sultra kendari tolong tambah siaran tv digital siarannya sedikit sekali,"['wilaya', 'sultra', 'kendari', 'tolong', 'siar', 'tv', 'digital', 'siar']",-2,negative
moblile__legens,paling saya ga bisa nonton tv ya udah balik lagi ke jaman peperangan ga ada tv kan waktu itu ga masalah ga kebeli setopbox  tv saya akan mati selamanya,"['ga', 'nonton', 'tv', 'ya', 'udah', 'jaman', 'peperangan', 'ga', 'tv', 'ga', 'ga', 'kebel', 'setopbox', 'tv', 'mati']",-3,negative
koyocabe1000,tv analog di matikan nya tgl  oktober jabodetabek jam berapa ya,"['tv', 'analog', 'mati', 'nya', 'tgl', 'oktober', 'jabodetabek', 'jam', 'ya']",-1,negative
new_dimensions.0,di undur lagi kan,['undur'],0,neutral
haru_matsuki,hoax,['hoax'],-5,negative
haru_matsuki,hoax,['hoax'],-5,negative
didon.05,susah percuma  gadapet sinyal antena berpengaruh kah  untuk tv tabung,"['susah', 'gadapet', 'sinyal', 'antena', 'pengaruh', 'kah', 'tv', 'tabung']",1,positive
amran_ibrahim99,bapak kominfo yth kenapa saya tidak dapat set top box gratis sedangkan tetangga saya dapet dimana keadilan anda pak padahal saya penganggurantidak berpenghasilanberarti sudah memenuhi syarat untuk dapat bantuan stb gratistapi kenapa saya tidak dapat pak,"['kominfo', 'yth', 'set', 'top', 'box', 'gratis', 'tetangga', 'dapet', 'mana', 'adil', 'penganggurantidak', 'berpenghasilanberarti', 'penuh', 'syarat', 'bantu', 'stb', 'gratistapi']",11,positive
rusman_cute_v125i,kena prank lagi hari ini analog masih on,"['kena', 'prank', 'analog', 'on']",-3,negative
sri_dewi_christina,hadehhh tv ku sdh digital tp ga semua siaran masuk beli set box dimana,"['hadehhh', 'tv', 'ku', 'sdh', 'digital', 'tp', 'ga', 'siar', 'masuk', 'beli', 'set', 'box', 'mana']",-1,negative
viajunita.vj,tolong infonya dong min ada berita kalo hari ini aso di jabedatebek batal bener ga min,"['tolong', 'info', 'min', 'berita', 'kalo', 'aso', 'jabedatebek', 'batal', 'bener', 'ga', 'min']",-12,negative
michella_fairuz,sinyalnya susah pak kalo nonton enak² tau tidak ada sinyal eh parahnya lagi kadang channel nya ga ada di jam² tertentu payah banyakin dulu towernya pak yang hidup kan bukan di jakarta doang pak daerah scbd sekitaran citayam bojong depok sinyalnyee susah terus,"['sinyal', 'susah', 'kalo', 'nonton', 'enak', 'tau', 'sinyal', 'eh', 'parah', 'kadang', 'channel', 'nya', 'ga', 'jam', 'payah', 'banyakin', 'towernya', 'hidup', 'jakarta', 'doang', 'daerah', 'scbd', 'sekitar', 'citayam', 'bojong', 'depok', 'sinyalnyee', 'susah']",-9,negative
amintabin,gagal maning gagal maning kapan indonesia aso,"['gagal', 'maning', 'gagal', 'maning', 'indonesia', 'aso']",-8,negative
sarah_andinia,,[],0,neutral
capricorn_pie,akun kominfo isi nya spam semua  suka banget nge prank  alhasil analog sampai tgl  oktober masih bisa tayang  katanya mau di hentikan siarannya jam,"['akun', 'kominfo', 'isi', 'nya', 'spam', 'suka', 'banget', 'nge', 'prank', 'alhasil', 'analog', 'tgl', 'oktober', 'tayang', 'henti', 'siar', 'jam']",-5,negative
khoirulanam489,hoax sekebon pak,"['hoax', 'kebon']",-5,negative
ridwanpanapat,daerahku baru  siaran tv digital kapan mau maju kalau begini mau nonton siaran tv digitalnya ,"['daerah', 'siar', 'tv', 'digital', 'maju', 'nonton', 'siar', 'tv', 'digital']",0,neutral
richistiv,kalau mau aso ya aso aja jangan mundur terus udah mundur berapa kali aja ini sampai lupa,"['aso', 'ya', 'aso', 'aja', 'mundur', 'udah', 'mundur', 'kali', 'aja', 'lupa']",-2,negative
salmanparisi10,bogor dah mati gada gambarnya,"['bogor', 'dah', 'mati', 'gada', 'gambar']",-5,negative
sihasaleali,sy masih ga ngerti dg  menganjurkan siaran digital tapi stasiun tv susah ditangkap pdhl sudah pakai stbsiaran analog antena digletakin bgtu aja semua stasiun tv bisa diterimasiaran tv digital ada ujan petir aja ilang mbok bikin trobosan jgn nanggung,"['sy', 'ga', 'ngerti', 'dg', 'anjur', 'siar', 'digital', 'stasiun', 'tv', 'susah', 'tangkap', 'pdhl', 'pakai', 'stbsiaran', 'analog', 'antena', 'digletakin', 'bgtu', 'aja', 'stasiun', 'tv', 'diterimasiaran', 'tv', 'digital', 'ujan', 'petir', 'aja', 'ilang', 'mbok', 'bikin', 'trobosan', 'jgn', 'nanggung']",-16,negative
anisaqueen5,payah bikin masyarakat panik  pas sebelum tgl  oktober buru beli set top box lumayan harganya takut siaran analog dihapus taunya lewat tgl masih bisa siaran analog  buang duit beli set top box  permainan pemerintah ni,"['payah', 'bikin', 'masyarakat', 'panik', 'pas', 'tgl', 'oktober', 'buru', 'beli', 'set', 'top', 'box', 'lumayan', 'harga', 'takut', 'siar', 'analog', 'hapus', 'tau', 'tgl', 'siar', 'analog', 'buang', 'duit', 'beli', 'set', 'top', 'box', 'main', 'perintah', 'ni']",-2,negative
_opick_suaeb,jajaran keluarga rt yang dapat stb gratisss,"['jajar', 'keluarga', 'rt', 'stb', 'gratisss']",1,positive
shifa.rizki,apa ini akun kominfo isinya spam smua ,"['akun', 'kominfo', 'isi', 'spam', 'smua']",-6,negative
alan_bw,hmm benahi support system biar seluruh channel agar dapat dijangkau seluruh masyarakat jangan cuma bikin aturan tapi ga ada solusi saya sudah beli tv digital baru tapi nonton tv digital isinya blank dan patah kan kalo gini jadi males nonton tv jadi tolong kominfo saya tegaskan benahi infrastruktur dan support system agar saluran tv digital dapat maksimal dan dinikmati masyarakat,"['hmm', 'benah', 'support', 'system', 'biar', 'channel', 'jangkau', 'masyarakat', 'bikin', 'atur', 'ga', 'solusi', 'beli', 'tv', 'digital', 'nonton', 'tv', 'digital', 'isi', 'blank', 'patah', 'kalo', 'gin', 'males', 'nonton', 'tv', 'tolong', 'kominfo', 'tegas', 'benah', 'infrastruktur', 'support', 'system', 'salur', 'tv', 'digital', 'maksimal', 'nikmat', 'masyarakat']",3,positive
samsir_adrian,ada yg sudah digital tapi belum hd ngga enak ditonton gambar orang nya gendut gedut dan pendek padahal itu tv swasta terkenal,"['yg', 'digital', 'hd', 'ngga', 'enak', 'tonton', 'gambar', 'orang', 'nya', 'gendut', 'gedut', 'pendek', 'tv', 'swasta', 'kenal']",-9,negative
zaenaljr,ganti ke digital eh stasiun tv nya blom semua tersedia di wilayah sini,"['ganti', 'digital', 'eh', 'stasiun', 'tv', 'nya', 'blom', 'sedia', 'wilayah']",2,positive
t4keru,alah hoax dr jaman taun kapan ge hoax mulu,"['alah', 'hoax', 'dr', 'jaman', 'taun', 'ge', 'hoax', 'mulu']",-22,negative
master_bigpapa,tolong blokir itu link judi online yng banyak beredar,"['tolong', 'blokir', 'link', 'judi', 'online', 'yng', 'edar']",-3,negative
aldoone01,ga adaa yaa ga ada tuh dikampung saya pembagian stb ngacoo si ibu,"['ga', 'adaa', 'yaa', 'ga', 'tuh', 'kampung', 'bagi', 'stb', 'ngacoo', 'si']",-2,negative
anezciel91,gausah ada stbstb gratiskan internet saja emang manfaatnya apa kalo tv analog dipindah ke digital kalo isinya blunder dan acara yg ga mendidik kalo nanti isinya acara yg inovatif baru bagus kalo isinya sama aja ky tv analog yg setiap harinya sinetron hiburan anak pendidikan dan olahraga ga ada sama aja kerja kalian ga bener cuma buang duit rakyat untuk infrastruktur yg ga penting lebih nyampah dari sampah masyarakat kalo gitu kami tau komentar kami pasti ga dibaca tapi kami juga ga menginginkan adanya kalian,"['gausah', 'stbstb', 'gratis', 'internet', 'emang', 'manfaat', 'kalo', 'tv', 'analog', 'pindah', 'digital', 'kalo', 'isi', 'blunder', 'acara', 'yg', 'ga', 'didik', 'kalo', 'isi', 'acara', 'yg', 'inovatif', 'bagus', 'kalo', 'isi', 'aja', 'ky', 'tv', 'analog', 'yg', 'hari', 'sinetron', 'hibur', 'anak', 'didik', 'olahraga', 'ga', 'aja', 'kerja', 'ga', 'bener', 'buang', 'duit', 'rakyat', 'infrastruktur', 'yg', 'ga', 'nyampah', 'sampah', 'masyarakat', 'kalo', 'gitu', 'tau', 'komentar', 'ga', 'baca', 'ga']",-15,negative
